ndvi,lulc,temperature,population,carbon_factor,carbon
0.4446108,10,31.678648648648675,1.2520278923322803,120,115.39953597806664
0.33821887,40,33.02243243243248,1.0435118325494424,10,1.9065748716803688
0.41885626,10,32.07777777777778,1.3218235485665064,120,113.87879246141175
0.4277021,40,32.48128205128211,1.7573112470013095,10,1.563225102822127
0.39646587,50,32.21820512820517,2.1612921927138946,2,0.0
0.3520689,40,32.34837837837841,1.3663777954386773,10,1.3817998198891175
0.30207953,40,32.995142857142866,0.8275299312478424,10,1.9295933057030012
0.38447377,40,32.860000000000014,0.8620284625364413,10,4.364070986258799
0.23160763,40,32.76947368421054,0.9950107872980941,10,0.0
0.46786124,30,32.01358974358976,0.46256660451532444,15,14.709413939382312
0.552664,10,32.01358974358976,0.45346169723889096,120,122.29902122576755
0.38652146,30,31.925384615384644,0.40886881381463297,15,12.625915307067164
0.29580155,40,32.73166666666668,0.9571375673944638,10,1.3566921526357163
0.33450702,40,32.411025641025674,1.095990860782166,10,2.1442309355610405
0.35226876,40,32.37684210526322,0.9572049462631211,10,3.405195662698728
0.39641216,40,32.28243243243247,1.9469197846615665,10,0.0
0.2975492,40,32.71486486486492,1.2582168462774679,10,0.0
0.2112232,40,33.13324324324327,0.9710814047129162,10,0.0
0.23324743,40,33.2348648648649,1.2221505799139365,10,0.0
0.34557378,40,33.2348648648649,1.359888185481131,10,0.33290767617086914
